A3,1.0.0,Accurate, Adaptable, and Accessible Error Metrics for Predictive Models
fontHind,0.1.1,Additional 'ggplot2' Themes Using 'Hind' Fonts 
fontLiberation,0.1.0,Liberation Fonts 
fontMPlus,0.1.1,Additional 'ggplot2' Themes Using 'M+' Fonts 
fontquiver,0.2.1,Set of Installed Fonts 
foodweb,1-0,visualisation and analysis of food web networks 
fOptions,3022.85,Rmetrics - Pricing and Evaluating Basic Options 
forams,2.0-5,Foraminifera and Community Ecology Analyses 
forcats,0.2.0,Tools for Working with Categorical Variables (Factors) 
foreach,1.4.3,Provides Foreach Looping Construct for R 
ForeCA,0.2.4,Forecastable Component Analysis 
forecast,8.0,Forecasting Functions for Time Series and Linear Models 
ForecastCombinations,1.1,Forecast Combinations 
forecastHybrid,0.4.0,Convenient Functions for Ensemble Time Series Forecasts 
forecastSNSTS,1.1-1,Forecasting for Stationary and Non-Stationary Time Series 
forecTheta,2.2,Forecasting Time Series by Theta Models 
forega,1.0,Floating-Point Genetic Algorithms with Statistical Forecast Based Inheritance Operator
foreign,0.8-68,Read Data Stored by Minitab, S, SAS, SPSS, Stata, Systat, Weka, dBase, ...
forensic,0.2,Statistical Methods in Forensic Genetics 
forensim,4.3,Statistical tools for the interpretation of forensic DNA mixtures
forestFloor,1.9.5,Visualizes Random Forests with Feature Contributions 
forestinventory,0.2.0,Design-Based Global and Small-Area Estimations for Multiphase Forest Inventories
forestmodel,0.4.3,Forest Plots from Regression Models 
forestplot,1.7,Advanced Forest Plot Using 'grid' Graphics 
ForestTools,0.1.4,Analysing Remotely Sensed Forest Data 
ForImp,1.0.3,Imputation of Missing Values Through a Forward Imputation Algorithm
ForIT,1.0,Functions from the 2nd Italian Forest Inventory (INFC) 
FormalSeries,1.0,Elementary arithemtic in formal series rings 
formatR,1.5,Format R Code Automatically 
formattable,0.2.0.1,Create 'Formattable' Data Structures 
Formula,1.2-1,Extended Model Formulas 
formula.tools,1.6.1,Utilities for Formulas, Expressions, Calls and Other Objects 
fortunes,1.5-4,R Fortunes 
forward,1.0.3,Forward search 
ForwardSearch,1.0,Forward Search using asymptotic theory 
fossil,0.3.7,Palaeoecological and Palaeogeographical Analysis Tools 
fourierin,0.2.2,Computes Numeric Fourier Integrals 
fourPNO,1.0.4,Bayesian 4 Parameter Item Response Model 
FourScores,1.0,FourScores - A game for two players 
fpa,1.0,Spatio-Temporal Fixation Pattern Analysis 
fpc,2.1-10,Flexible Procedures for Clustering 
fpca,0.2-1,Restricted MLE for Functional Principal Components Analysis 
FPCA2D,1.0,Two Dimensional Functional Principal Component Analysis 
fpCompare,0.2.1,Reliable Comparison of Floating Point Numbers 
FPDclustering,1.1,PD-Clustering and Factor PD-Clustering 
fpest,0.1.1,Estimating Finite Population Total 
fPortfolio,3011.81,Rmetrics - Portfolio Selection and Optimization 
fpow,0.0-2,Computing the noncentrality parameter of the noncentral F distribution
fpp,0.5,Data for "Forecasting: principles and practice" 
fpp2,2.1,Data for "Forecasting: Principles and Practice" (2nd Ed) 
fptdApprox,2.1,Approximation of First-Passage-Time Densities for Diffusion Processes
fracdiff,1.4-2,Fractionally differenced ARIMA aka ARFIMA(p,d,q) models 
fracprolif,1.0.6,Fraction Proliferation via a Quiescent Growth Model 
fractal,2.0-1,Fractal Time Series Modeling and Analysis 
fractaldim,0.8-4,Estimation of fractal dimensions 
FractalParameterEstimation,1.0,Estimation of Parameters p and q for Randomized Sierpinski Carpet for [p-p-p-q]-Model
fractalrock,1.1.0,Generate fractal time series with non-normal returns distribution
FRACTION,1.0,Numeric number into fraction 
fractional,0.1.3,Vulgar Fractions in R 
fragilityindex,0.0.8,Fragility Index 
Fragman,1.0.7,Fragment Analysis in R 
frailtyEM,0.6.2,Fitting Frailty Models with the EM Algorithm 
frailtyHL,1.1,Frailty Models via H-likelihood 
frailtypack,2.11.1,General Frailty Models: Shared, Joint and Nested Frailty Models with Prediction
frailtySurv,1.3.2,General Semiparametric Shared Frailty Model 
frair,0.5.100,Tools for Functional Response Analysis 
Frames2,0.2.1,Estimation in Dual Frame Surveys 
franc,1.1.1,Detect the Language of Text 
FRAPO,0.4-1,Financial Risk Modelling and Portfolio Optimisation with R 
FRB,1.8,Fast and Robust Bootstrap 
frbs,3.1-0,Fuzzy Rule-Based Systems for Classification and Regression Tasks 
FRCC,1.0,Fast Regularized Canonical Correlation Analysis 
FREddyPro,1.0,Post-Processing EddyPro Full Output File 
freeknotsplines,1.0,Free-Knot Splines 
FreeSortR,1.2,Free Sorting Data Analysis 
freestats,0.0.3,Statistical algorithms used in common data mining course 
freesurfer,1.0,Wrapper Functions for 'Freesurfer' 
FREGAT,1.0.3,Family REGional Association Tests 
fRegression,3011.81,Rmetrics - Regression Based Decision and Prediction 
FREQ,1.0,FREQ: Estimate population size from capture frequencies 
freqdist,0.1,Frequency Distribution 
freqdom,1.0.4,Frequency Domain Analysis for Multivariate Time Series 
freqMAP,0.2,Frequency Moving Average Plots (MAP) of Multinomial Data by a Continuous Covariate
freqparcoord,1.0.1,Novel Methods for Parallel Coordinates 
FreqProf,0.0.1,Frequency Profiles Computing and Plotting 
frequencyConnectedness,0.1.5,Spectral Decomposition of Connectedness Measures 
freqweights,1.0.4,Working with Frequency Tables 
FRESA.CAD,2.2.1,Feature Selection Algorithms for Computer Aided Diagnosis 
FrF2,1.7-2,Fractional Factorial Designs with 2-Level Factors 
FrF2.catlg128,1.2-1,Catalogues of resolution IV 128 run 2-level fractional factorials up to 33 factors that do have 5-letter words
FRK,0.1.3,Fixed Rank Kriging 
frm,1.2.2,Regression Analysis of Fractional Responses 
frmhet,1.1.3,Regression Analysis of Fractional Responses Under Unobserved Heterogeneity
frmpd,1.1.0,Regression Analysis of Panel Fractional Responses 
frmqa,0.1-5,The Generalized Hyperbolic Distribution, Related Distributions and Their Applications in Finance
fromo,0.1.3,Fast Robust Moments 
frontier,1.1-2,Stochastic Frontier Analysis 
frontiles,1.2,Partial Frontier Efficiency Analysis 
frt,0.1,Full Randomization Test 
FSA,0.8.13,Simple Fisheries Stock Assessment Methods 
FSAdata,0.3.6,Data to Support Fish Stock Assessment ('FSA') Package 
fscaret,0.9.4.1,Automated Feature Selection from 'caret' 
FSelector,0.21,Selecting Attributes 
FSelectorRcpp,0.1.3,'Rcpp' Implementation of 'FSelector' Entropy-Based Feature Selection Algorithms with a Sparse Matrix Support
fsia,1.1,Import and Analysis of OMR Data from FormScanner 
FSInteract,0.1.2,Fast Searches for Interactions 
fslr,2.12,Wrapper Functions for FSL ('FMRIB' Software Library) from Functional MRI of the Brain ('FMRIB')
fso,2.0-1,Fuzzy Set Ordination 
fSRM,0.6.4,Social Relations Analyses with Roles ("Family SRM") 
fst,0.7.2,Lightning Fast Serialization of Data Frames for R 
FTICRMS,0.8,Programs for Analyzing Fourier Transform-Ion Cyclotron Resonance Mass Spectrometry Data
ftnonpar,0.1-88,Features and Strings for Nonparametric Regression 
fTrading,3010.78,Technical Trading Analysis 
FTRLProximal,0.3.0,FTRL Proximal Implementation for Elastic Net Regression 
fts,0.9.9,R interface to tslib (a time series library in c++) 
ftsa,4.8,Functional Time Series Analysis 
ftsspec,1.0.0,Spectral Density Estimation and Comparison for Functional Time Series
fueleconomy,0.1,EPA fuel economy data 
fugeR,0.1.2,FUzzy GEnetic, a machine learning algorithm to construct prediction model based on fuzzy logic
fullfact,1.2,Full Factorial Breeding Analysis 
fulltext,0.1.8,Full Text of 'Scholarly' Articles Across Many Data Sources 
fun,0.1-0,Use R for Fun 
funchir,0.1.4,Convenience Functions by Michael Chirico 
FunChisq,2.4.3,Chi-Square and Exact Tests for Non-Parametric Functional Dependencies
FunCluster,1.09,Functional Profiling of Microarray Expression Data 
Funclustering,1.0.1,A package for functional data clustering 
FuncMap,1.0.8,Hive Plots of R Package Function Calls 
functional,0.6,Curry, Compose, and other higher-order functions 
FunctionalNetworks,1.0.0,An algorithm for gene and gene set network inference 
functools,0.2.0,Functional Programming in R 
funcy,0.8.6,Functional Clustering Algorithms 
funData,1.0,An S4 Class for Functional Data 
funFEM,1.1,Clustering in the Discriminative Functional Subspace 
fungible,1.5,Fungible Coefficients and Monte Carlo Functions 
funHDDC,1.0,Model-based clustering in group-specific functional subspaces 
funModeling,1.6.2,Learn Data Science Through the "Data Science Live Book" 
funr,0.3.2,Simple Utility Providing Terminal Access to all R Functions 
funrar,1.1.0,Functional Rarity Indices Computation 
funreg,1.2,Functional Regression for Irregularly Timed Data 
FUNTA,0.1.0,Functional Tangential Angle Pseudo-Depth 
funtimes,4.0,Functions for Time Series Analysis 
furniture,1.5.0,Furniture for Quantitative Scientists 
FusedPCA,0.2,Community Detection via Fused Principal Component Analysis 
futile.any,1.3.2,A Tiny Utility Providing Polymorphic Operations 
futile.logger,1.4.3,A Logging Utility for R 
futile.matrix,1.2.6,Random Matrix Generation and Manipulation 
futile.options,1.0.0,Futile options management 
futile.paradigm,2.0.4,A framework for working in a functional programming paradigm in R
future,1.5.0,Unified Parallel and Distributed Processing in R for Everyone 
future.BatchJobs,0.14.0,A Future API for Parallel and Distributed Processing using BatchJobs
futureheatwaves,1.0.3,Find, Characterize, and Explore Extreme Events in Climate Projections
fuzzr,0.2.1,Fuzz-Test R Functions 
Fuzzy.p.value,1.0,Computing Fuzzy p-Value 
FuzzyAHP,0.9.0,(Fuzzy) AHP Calculation 
fuzzyFDR,1.0,Exact calculation of fuzzy decision rules for multiple testing 
fuzzyforest,1.0.2,Fuzzy Forests 
fuzzyjoin,0.1.2,Join Tables Together on Inexact Matching 
FuzzyLP,0.1-3,Fuzzy Linear Programming 
FuzzyMCDM,1.1,Multi-Criteria Decision Making Methods for Fuzzy Data 
FuzzyNumbers,0.4-1,Tools to Deal with Fuzzy Numbers 
FuzzyNumbers.Ext.2,1.0,Apply Two Fuzzy Numbers on a Monotone Function 
FuzzyR,2.1,Fuzzy Logic Toolkit for R 
fuzzyRankTests,0.3-10,Fuzzy Rank Tests and Confidence Intervals 
FuzzyStatProb,2.0.2,Fuzzy Stationary Probabilities from a Sequence of Observations of an Unknown Markov Chain
FuzzyStatTra,1.0,Statistical Methods for Trapezoidal Fuzzy Numbers 
FuzzyToolkitUoN,1.0,Type 1 Fuzzy Logic Toolkit 
fuzzywuzzyR,1.0.0,Fuzzy String Matching 
fwdmsa,0.2,Forward search for Mokken scale analysis 
FWDselect,2.1.0,Selecting Variables in Regression Models 
fwi.fbp,1.7,Fire Weather Index System and Fire Behaviour Prediction System Calculations
fwsim,0.3.3,Fisher-Wright Population Simulation 
fxregime,1.0-3,Exchange Rate Regime Analysis 
g.data,2.4,Delayed-Data Packages 
G1DBN,3.1.1,A package performing Dynamic Bayesian Network inference 
g2f,0.1,Find and Fill Gaps in Metabolic Networks 
G2Sd,2.1.5,Grain-Size Statistics and Description of Sediment 
GA,3.0.2,Genetic Algorithms 
GA4Stratification,1.0,A genetic algorithm approach to determine stratum boundaries and sample sizes of each stratum in stratified sampling
GAabbreviate,1.3,Abbreviating Items Measures using Genetic Algorithms 
GABi,0.1,Framework for Generalized Subspace Pattern Mining 
GAD,1.1.1,GAD: Analysis of variance from general principles 
GADAG,0.99.0,A Genetic Algorithm for Learning Directed Acyclic Graphs 
GaDiFPT,1.0,First Passage Time Simulation for Gaussian Diffusion Processes 
GADMTools,2.1-1,Easy Use of 'GADM' Shapefiles 
gafit,0.5.1,Genetic Algorithm for Curve Fitting 
gaiah,0.0.2,Genetic and Isotopic Assignment Accounting for Habitat Suitability
gains,1.1,Gains Table Package 
GAIPE,1.0,Graphical Extension with Accuracy in Parameter Estimation (GAIPE)
galts,1.3,Genetic algorithms and C-steps based LTS (Least Trimmed Squares) estimation
gam,1.14-4,Generalized Additive Models 
gamair,1.0-0,Data for "GAMs: An Introduction with R" 
gambin,1.4,Fit the GamBin Model to Species Abundance Distributions 
GAMBoost,1.2-3,Generalized linear and additive models by likelihood based boosting
gamboostLSS,2.0-0,Boosting Methods for 'GAMLSS' 
gamboostMSM,1.1.87,Estimating multistate models using gamboost() 
gamclass,0.56,Functions and Data for a Course on Modern Regression and Classification
gamCopula,0.0-2,Generalized Additive Models for Bivariate Conditional Dependence Structures and Vine Copulas
GAMens,1.2,Applies GAMbag, GAMrsm and GAMens Ensemble Classifiers for Binary Classification
games,1.1.2,Statistical Estimation of Game-Theoretic Models 
GameTheory,2.5,Cooperative Game Theory 
GameTheoryAllocation,1.0,Tools for Calculating Allocations in Game Theory 
gamlr,1.13-3,Gamma Lasso Regression 
gamlss,5.0-2,Generalised Additive Models for Location Scale and Shape 
gamlss.add,5.0-1,Extra Additive Terms for GAMLSS Models 
gamlss.cens,4.3-5,Fitting an Interval Response Variable Using &lsquo;gamlss.family&rsquo; Distributions
gamlss.data,5.0-0,GAMLSS Data 
gamlss.demo,4.3-3,Demos for GAMLSS 
gamlss.dist,5.0-0,Distributions to be Used for GAMLSS Modelling 
gamlss.inf,1.0-0,Fitting Mixed (Inflated and Adjusted) Distributions 
gamlss.mx,4.3-5,Fitting Mixture Distributions with GAMLSS 
gamlss.nl,4.1-0,Fitting non linear parametric GAMLSS models 
gamlss.spatial,1.3.2,Spatial Terms in GAMLSS Models 
gamlss.tr,5.0-0,Generating and Fitting Truncated &lsquo;gamlss.family&rsquo; Distributions 
gamlss.util,4.3-4,GAMLSS Utilities 
gamm4,0.2-4,Generalized Additive Mixed Models using 'mgcv' and 'lme4' 
Gammareg,1.0,classic gamma regression: joint modeling of mean and shape parameters
gammSlice,1.3,Generalized additive mixed model analysis via slice sampling 
gamreg,0.2,Robust and Sparse Regression via Gamma-Divergence 
gamRR,0.1.0,Calculate the RR for the GAM 
gamsel,1.7-3,Fit Regularization Path for Generalized Additive Models 
GANPA,1.0,Gene Association Network-based Pathway Analysis 
GANPAdata,1.0,The GANPA Datasets Package 
gaoptim,1.1,Genetic Algorithm optimization for real-based and permutation-based problems
gap,1.1-17,Genetic Analysis Package 
gapfill,0.9.5-2,Fill Missing Values in Satellite Data 
gapmap,0.0.4,Functions for Drawing Gapped Cluster Heatmap with ggplot2 
gapminder,0.2.0,Data from Gapminder 
GAR,1.1,Authorize and Request Google Analytics Data 
GAS,0.1.9,Generalized Autoregressive Score Models 
gaselect,1.0.5,Genetic Algorithm (GA) for Variable Selection from High-Dimensional Data
gasfluxes,0.2-1,Greenhouse Gas Flux Calculation from Chamber Measurements 
gastempt,0.4.01,Analyzing Gastric Emptying from MRI or Scintigraphy 
gaston,1.5,Genetic Data Handling (QC, GRM, LD, PCA) &amp; Linear Mixed Models 
gatepoints,0.1.3,Easily Gate or Select Points on a Scatter Plot 
GauPro,0.1.0,Gaussian Process Fitting 
gaussDiff,1.1,Difference measures for multivariate Gaussian probability density functions
gaussfacts,0.0.2,The Greatest Mathematician Since Antiquity 
gaussquad,1.0-2,Collection of functions for Gaussian quadrature 
gazepath,1.2,Parse Eye-Tracking Data into Fixations 
gb,1.1.8-8,Generalize Lambda Distribution and Generalized Bootstrapping 
GB2,2.1,Generalized Beta Distribution of the Second Kind: Properties, Likelihood, Estimation
gbm,2.1.3,Generalized Boosted Regression Models 
gbm2sas,2.1,Convert GBM Object Trees to SAS Code 
gbp,0.1.0.4,A Bin Packing Problem Solver 
gbRd,0.4-11,Utilities for processing Rd objects and files 
gbs2ploidy,1.0,Inference of Ploidy from (Genotyping-by-Sequencing) GBS Data 
gbts,1.2.0,Hyperparameter Search for Gradient Boosted Trees 
gbutils,0.2-0,Simulation of Real and Complex Numbers and Small Programming Utilities
GCAI.bias,1.0,Guided Correction Approach for Inherited bias (GCAI.bias) 
GCalignR,0.1.0,Simple Peak Alignment for Gas-Chromatography Data 
gCat,0.1,Graph-based two-sample tests for categorical data 
gcbd,0.2.6,'GPU'/CPU Benchmarking in Debian-Based Systems 
GCD,3.0.5,Global Charcoal Database 
gcdnet,1.0.4,LASSO and (adaptive) Elastic-Net penalized least squares, logistic regression, HHSVM and squared hinge loss SVM using a
gcerisk,16.1.3,Generalized Competing Event Model 
gcite,0.6,Google Citation Parser 
gcKrig,1.0.2,Analysis of Geostatistical Count Data using Gaussian Copulas 
gclus,1.3.1,Clustering Graphics 
gcmr,1.0.0,Gaussian Copula Marginal Regression 
gconcord,0.41,Concord method for Graphical Model Selection 
gcookbook,1.0,Data for "R Graphics Cookbook" 
GCPM,1.2.2,Generalized Credit Portfolio Model 
GDAdata,0.93,Datasets for the Book Graphical Data Analysis with R 
gdalUtils,2.0.1.7,Wrappers for the Geospatial Data Abstraction Library (GDAL) Utilities
gdata,2.17.0,Various R Programming Tools for Data Manipulation 
GDAtools,1.4,A Toolbox for the Analysis of Categorical Data in Social Sciences, and Especially Geometric Data Analysis
GDELTtools,1.2,Download, slice, and normalize GDELT data 
